Codigo,Nombre,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
2768,Jorge Eliecer Guevara,0,0,0,0,0,4,0,0,1,0,0,0,4,5,3
2787,Jorge Enrique Robledo,17,5,4,1,15,33,67,62,31,52,94,79,140,84,51
2803,Jorge Homero Giraldo,23,35,2,2,0,2,5,4,2,5,12,10,8,21,6
2832,Jorge Leon Sanchez,0,0,0,0,0,6,31,0,21,6,8,3,2,0,3
2920,Jose Alvaro Sanchez,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0
2939,Jose Ariolfo Ortiz,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2968,Jose De Los Santos Negrete,0,1,0,0,0,0,0,0,0,2,81,31,4,0,0
3003,Jose Gerardo Piamba,0,0,0,0,1,2,2,1,1,2,2,24,5,4,0
3026,Jose Ignacio Bermudez,2,16,5,4,2,13,6,2,1,2,3,1,9,3,3
3066,Jose Luis Florez,0,0,1,0,0,1,2,15,5,3,4,2,0,1,0
3093,Jose Matias Ortiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,Jose Raul Rueda,1,9,1,1,0,5,3,0,0,1,0,0,1,0,0
3149,Jose Walter Lenis,1,6,3,2,2,5,4,0,0,0,0,0,0,0,0
3214,Juan Carlos Valencia,15,6,8,3,5,8,1,7,0,4,7,11,17,11,7
3226,Juan De Jesus Cordoba,1,0,1,0,0,0,0,1,0,0,3,0,0,2,0
3268,Juan Manuel Corzo,2,5,17,41,9,13,6,8,2,10,6,14,25,17,51
3275,Juan Manuel Ospina,77,52,57,19,58,41,25,86,86,79,70,9,10,29,36
3316,Julio Alberto Manzur,0,7,0,0,1,2,2,2,2,1,4,0,3,0,0
3350,Julio Mesias Mora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,Leonardo Antonio Arboleda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3456,Liliana Baron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3540,Luis Alberto Caicedo,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
3596,Luis Carlos Avellaneda,0,0,0,0,0,28,19,25,11,16,21,42,61,46,67
3616,Luis Edmundo Maya,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
3645,Luis Emilio Sierra,22,15,3,3,6,7,5,8,5,10,4,5,11,9,1
3684,Luis Fernando Almario,9,14,2,5,6,7,8,2,7,11,13,56,17,10,8
3737,Luis Guillermo Velez,51,118,138,299,239,99,121,152,91,149,63,17,25,49,39
3860,Manuel De Jesus Berrio,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0
3878,Manuel Mesias Enriquez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,Maria Claudia Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,Maria Isabel Mejia,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
4036,Marino Paz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4066,Mario Enrique Varon,1,3,0,0,0,2,0,0,0,1,1,0,0,0,0
4128,Mauricio Parodi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4188,Miguel Pinedo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,Miguel Jesus Arenas,5,38,14,20,3,9,9,4,7,3,0,0,10,7,0
4291,Nancy Denise Castillo,0,0,0,0,0,0,0,0,0,4,0,4,4,0,1
4358,Nestor Jaime Cardenas,0,8,3,1,0,0,0,0,0,0,1,0,0,0,0
4400,Octavio Benjumea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4441,Omar Armando Baquero,16,26,33,34,7,11,15,8,5,0,4,5,5,1,0
4486,Orlando Anibal Guerra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4518,Oscar Alberto Arboleda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4526,Oscar De Jesus Sanchez,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
4546,Oscar Luis Fernandez,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0
4595,Parmenio Cuellar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4661,Pedro Maria Ramirez,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4685,Piedad Del Socorro Zuccardi,0,3,0,0,0,1,0,1,0,0,0,0,1,1,0
4704,Rafael Francisco Amador,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4729,Rafael Antonio Flechas,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0
4814,Rene Rodrigo Garzon,0,0,0,0,0,0,3,0,0,4,1,1,1,2,0
4856,Ricardo Ariel Elcure,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
4891,Roberto Moya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4948,Rodrigo Rivera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4991,Rosmery Martinez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,Samuel Moreno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5048,Sandra Arabella Velasquez,0,0,0,0,0,0,0,0,0,1,4,7,23,0,0
5109,Simon Gaviria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5157,Tito Edmundo Rueda,0,3,1,1,1,7,0,0,5,0,0,0,0,0,2
5187,Venus Albeiro Silva,8,6,6,8,3,14,15,30,16,30,44,36,77,22,5
5227,Victor Manuel Buitrago,9,42,23,12,9,10,8,0,0,0,3,3,1,0,0
5280,William Alfonso Montes,0,4,0,0,0,2,0,0,0,0,7,1,0,0,0
5307,Wilmer David Gonzalez,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5358,Yolanda Pinto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5423,Parmenides Alexander Salazar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5468,Ricardo Chajin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5578,Teofila Roa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5676,Cesar Humberto Londono,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0
5738,Jesus Reyes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5878,Antonio Floriberto Dorado,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5909,Roberto Quintero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6071,Lucio Munoz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6157,Gloria Stella Diaz,2,0,0,1,0,0,0,0,0,2,2,8,23,13,22
6363,Jose Dolores Aristizabal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6402,Mario Suarez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6477,Bladimiro Nicolas Cuello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6540,Carlos Eduardo Acosta,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6567,Anibal Antonio Ortiz,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9003,Luis Jose Alvarez,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0
9007,Carlos Uribe Angel,0,3,5,0,4,3,2,0,0,0,0,0,0,0,0
9011,Alexander Ariza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9015,Nicolas Badran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9019,Antonio Jose Bello,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9023,Adriano Bohorquez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9027,Alba Stella Buitrago,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
9031,Eciebel Antonio Cano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035,Efren Cardona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9039,Idayris Yolima Carrillo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9043,Hernando Castillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9047,Jairo Coral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9051,Jaime Corzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9055,William David Cubides,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9059,Jhonny Eduardo De La Ossa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9063,Jesus Enrique Doval,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0
9067,Betty Del Socorro Echeverria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9071,William Escaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9075,Luis Alfonso Espana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9079,Antonio Fernandez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9083,Joaquin Garces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9087,Lucy Stella Gomez,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
9091,Luis Irene Gonzalez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9095,Balmore Gonzalez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9099,Gustavo Adolfo Guerra,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
9103,Julio Gutierrez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,Barlaham Henao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9111,Jose Eduardo Hernandez,0,0,0,1,1,1,0,2,3,0,0,0,0,0,0
9115,Aquiles Arturo Huertas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9119,Pedro Nel Jimenez,6,4,4,4,2,1,1,9,4,3,4,1,1,2,1
9123,Pedro Vicente Lopez,5,14,9,13,13,3,3,1,0,0,0,0,0,0,0
9127,Jaime Lozada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9131,Orlando Martinez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9135,Yimmy Antonio Mejia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9139,Aurelio Mejia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9143,Plinio Mendoza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9147,Luis Bernabe Montoya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9151,Jose Gustavo Moreno,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0
9155,Eladio Mosquera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9159,Maria Jabzbleidy Nemocon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9163,Jorge Antonio Onate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9167,Javier Leon Oyaga,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9171,Carlos Manuel Palacios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9175,Alfonso Parra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9179,Carlos Hernando Pinilla,3,4,0,0,0,0,0,0,0,0,3,7,1,1,0
9183,Boris De Jesus Polo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9187,Jaime Ramirez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9191,Gloria Rosalba Ramirez,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9195,Jesus Manuel Rangel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9199,Lorenzo Rivera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9203,Camilo Orlando Rodriguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9207,Edgar Antonio Ruiz,3,0,0,0,2,0,0,0,0,1,4,0,0,0,0
9211,Guillermo Antonio Sagra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9215,Freddy William Sanchez,1,1,0,7,0,2,2,0,1,0,0,0,0,0,1
9219,Orlando Santiesteban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,Alberto Antonio Serrano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9227,John Mario Tejada,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9231,Jose Leonel Torres,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
9235,Javier Mauricio Torres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9239,Jorge Eduardo Ulloa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9243,Alberto Varon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9247,Hernan Vergara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9251,Miguel Villazon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9255,Jesusita Zabala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9259,Jose Francisco Zuniga,15,0,1,4,1,0,4,19,11,12,65,14,7,1,0
9263,Gustavo Adolfo Cabrera,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0
9267,Felipe Rafael Posado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9271,Antonio Jose Caicedo,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9276,Ricardo Varela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9280,Jose Francisco Armenta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9284,Gustavo Vives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9288,Antonio Claret Mendoza,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9292,Beznaida Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9296,Leon Dario Trujillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9300,Carlos Julio Socha,0,0,0,0,0,0,0,2,1,0,6,0,0,0,0
9304,Jaime Martinez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9308,Luis Mariano Moreno,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9312,Gustavo Adolfo Aristizabal,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9316,Maria Helena Molina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9320,Hector Alfonso Rodriguez,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
9324,Luis Ciro Escarria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9328,Jose Antonio Sanchez,3,2,0,1,1,48,44,28,8,89,141,43,40,17,24
9332,Fabian Ovidio Legarda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9336,Cesar Julio Uparela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9340,Pedro Alberto Mora,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
9344,Hugo Janio Lopez,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
9348,Hector Fernando Ramirez,0,0,7,0,2,0,0,0,0,0,0,1,0,0,0
9352,Sergio Lopez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9356,Ernesto Chaparro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9361,Orlando Manuel Dangond,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Alba Luz Pinilla,0,0,2,0,2,3,0,1,0,0,0,1,0,16,4
157,Alexander Lopez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Alfonso Antonio Campo,0,1,1,0,0,0,1,0,0,3,3,0,0,3,0
239,Alirio Villamizar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Alvaro Ayala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Amparo Lucia Vega,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
442,Antonio Valencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Antonio Jose Pinillos,15,35,19,16,15,8,5,1,0,0,0,0,0,0,0
549,Augusto Posada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,Bernardo Alejandro Guerra,2,0,2,0,0,7,23,30,12,8,18,29,22,12,5
645,Camilo Armando Sanchez,0,1,0,0,0,3,0,1,0,0,0,1,0,2,1
678,Carlos Holguin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,Carlos Alberto Zuluaga,2,4,4,0,0,1,3,16,7,5,9,11,4,63,72
765,Carlos Arturo Piedrahita,0,0,0,0,0,1,9,23,27,14,16,45,24,14,0
786,Carlos Eduardo Corssi,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
800,Carlos Enrique Avila,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0
828,Carlos Hernan Barragan,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
879,Carlos Roberto Ferro,3,0,0,2,5,0,0,1,1,0,0,1,0,2,0
963,Cesar Augusto Mejia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,Ciro Ramirez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,Constantino Rodriguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,Cristobal Rufino Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1087,Dario Ariza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,Dieb Nicolas Maloof,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1182,Dilian Francisca Toro,25,5,0,17,0,7,14,28,13,161,155,58,85,111,45
1215,Edgar Espindola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,Eduardo Alfonso Crissien,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0
1359,Efrain Torrado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,Eiber Gustavo Navarro,0,0,0,0,0,1,1,1,0,0,0,11,1,5,0
1405,Elsa Gladys Cifuentes,1,3,4,3,14,15,15,7,2,12,5,52,75,4,0
1442,Enrique Gomez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,Fabio Arango,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,Fernando Eustacio Tamayo,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1701,Francisco Javier Murgueitio,1,2,0,0,0,3,0,0,0,0,3,0,0,0,0
1737,Gabriel Acosta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,Gerardo Tamayo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,German Vargas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,German Alonso Olano,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,German Nestor Viana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,Gloria Isabel Cuartas,20,1,1,0,0,2,0,3,0,0,1,0,0,1,3
1961,Guillermo Garcia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Guillermo Antonio Santos,0,0,0,0,0,0,0,1,0,1,3,0,1,2,0
2022,Gustavo Montealegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,Hector Arango,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,Hector Jose Ospina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2168,Heriberto Sanabria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,Hernando Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,Humberto Builes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,Isabel Celis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,Ivan Diaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,Jaime Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,Jaime Alonso Zuluaga,0,0,0,0,0,0,0,0,0,3,2,0,2,5,2
2443,Jaime Enrique Duran,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2486,Jairo Sanchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,Javier Ramirez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,Javier Ramiro Devia,1,6,7,12,16,8,21,29,8,1,2,31,13,30,0
2604,Jesus Enrique Pinacue,3,21,9,3,4,5,4,1,1,2,0,2,0,0,0
2655,Jimmy Chamorro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,Jorge Alberto Garciaherreros,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2740,Jorge Armando Mendieta,0,11,2,0,2,3,1,0,0,0,0,0,0,0,0
2750,Jorge Eduardo Casabianca,0,9,0,0,3,4,3,8,7,2,10,1,3,4,0
2765,Jorge Eliecer Franco,3,3,4,4,0,1,1,0,0,0,0,0,2,0,0
2786,Jorge Enrique Ramirez,0,1,2,6,7,6,13,2,2,0,1,0,2,0,0
2801,Jorge Hernando Pedraza,5,8,16,8,19,36,37,16,0,4,22,12,36,24,0
2831,Jorge Julian Silva,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
2898,Jose Albeiro Mejia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2936,Jose Antonio Salazar,1,7,2,4,2,0,2,1,0,0,1,0,0,0,0
2962,Jose David Name,0,0,0,0,0,0,0,0,1,14,21,27,50,38,5
3001,Jose Gentil Palacios,1,5,6,2,7,1,1,10,0,0,3,0,1,0,0
3023,Jose Homero Cadena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3062,Jose Luis Arcila,62,23,2,8,0,0,4,10,23,10,20,2,0,1,0
3090,Jose Maria Villanueva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,Jose Ramiro Luna,0,0,1,0,0,0,2,4,0,4,0,0,0,0,0
3144,Jose Tyrone Carvajal,3,7,0,3,0,1,0,0,2,5,3,6,3,2,0
3208,Juan Carlos Restrepo,11,25,2,10,7,19,34,27,17,26,11,11,20,40,84
3225,Juan De Jesus Cardenas,1,0,0,2,14,11,10,0,0,0,1,0,4,0,0
3257,Juan Jose Chaux,6,29,10,3,6,3,5,17,7,6,56,45,28,3,10
3272,Juan Manuel Lopez,19,37,21,41,15,27,58,17,13,67,186,89,41,34,7
3295,Juana Yolanda Bazan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3348,Julio Eugenio Gallardo,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3402,Leonardo Caicedo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
